facility_row_order,dc_id,facility_name_market_page,facility_name_detail_page,market_name_market_page,market_name_detail_page,market_slug,operator_market_page,company_name_detail_page,operator_final,street_address_market_page,street_address_detail_page,postal_detail_page,city_detail_page,country_detail_page,listing_type,capacity_type,status_code,status_label,stage_code,stage_label,latitude,longitude,description,tags,detail_url,market_url,market_listed_count,has_coordinates,kommunkod,lanskod,kommunnamn,lansnamn,east_3006,north_3006
55,13900,HIVE Sweden 2.0,HIVE Sweden 2.0,Boden,Boden,boden,HIVE Digital Technologies Ltd,HIVE Digital Technologies Ltd,HIVE Digital Technologies Ltd,Hydrogränd 1,Hydrogränd 1,961 43,Boden,Sweden,Facility,Colocation,1,active,2,operational,65.805114,21.685219,"HIVE Digital Technologies' second Boden facility in Sweden is a unique data center originally developed as part of the EU Horizon 2020 initiative. Known as the Boden Type One data center, it was designed to showcase innovative methods for improving data center efficiency. The facility achieved an impressive Power Usage Effectiveness (PUE) of 1.0148 through advanced cooling techniques, including synchronized IT and cooler fans, and leveraging the cold ambient temperatures. Its modular design featured four pods tailored for different workloads, including Open Compute Project servers, GPUs for rendering, and crypto mining ASICs.

Acquired by HIVE in 2023, the facility is strategically located to support the company's expansion in Boden. This acquisition aligns with HIVE's commitment to sustainable practices and energy efficiency, further strengthening its position in the digital infrastructure and blockchain industries.",,https://www.datacentermap.com/sweden/boden/hive-sweden-20/,https://www.datacentermap.com/sweden/boden/,3,True,2582,25,Boden,Norrbottens län,805271.5,7314457.4
56,3702,atNorth SWE03,atNorth SWE03,Gothenburg,Gothenburg,gothenburg,atNorth,atNorth,atNorth,Byfogdegatan 6,Byfogdegatan 6,415 05,Gothenburg,Sweden,Facility,Colocation,1,active,2,operational,57.727064,12.012246,"Gompute's Data center is specialized on the hosting of large power density racks. Two levels of AC power (diesel generator+UPS, or raw power) are available.

The data center comprises two data rooms of approx 400 and 500 square meters.

Possibility to private cold aisles or private data rooms.

Available office space for operation rooms.",,https://www.datacentermap.com/sweden/gothenburg/gompute-hpc-center/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1480,14,Göteborg,Västra Götalands län,322089.1,6402247.5
57,12000,Gothnet DC Marieholm,Gothnet DC Marieholm,Gothenburg,Gothenburg,gothenburg,Göteborg Energi,Göteborg Energi,Göteborg Energi,Slakthusgatan 5D,Slakthusgatan 5D,415 02,Gamlestaden,Sweden,Facility,Colocation,1,active,2,operational,57.731103,12.002964,"Gothnet DC Marieholm represents a pinnacle of technological advancement and security in data center services. Offering customers the opportunity to rent space for servers and communication equipment, it provides a high-tech environment that ensures safety, scalability, and security. The data center boasts climate control, uninterrupted power supply (UPS), backup power, extinguishing systems, and round-the-clock surveillance by technically skilled personnel. With access to the data center 24/7 and a connection to Gothenburg's city fiber network, clients can maintain control over their equipment while benefiting from the data center's robust infrastructure.

The facility is committed to sustainability, matching its energy consumption with 100% renewable energy purchases, emphasizing its dedication to a sustainable future. Clients can choose from private rooms with custom specifications, rack cabinets in open-plan layouts, or units in shared cabinets, each option providing tailored solutions to meet diverse needs. The data center's service level agreement promises a 99.8% availability, ensuring reliable operations for all hosted equipment.",,https://www.datacentermap.com/sweden/gothenburg/gothnet-dc-marieholm/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1480,14,Göteborg,Västra Götalands län,321556.5,6402721.3
58,11999,Gothnet DC Backa,Gothnet DC Backa,Gothenburg,Gothenburg,gothenburg,Göteborg Energi,Göteborg Energi,Göteborg Energi,Exportgatan 34,Exportgatan 34,422 46,Hisings Backa,Sweden,Facility,Colocation,1,active,2,operational,57.745106,11.992021,"Gothnet DC Backa is a modern datacenter designed to provide a secure and scalable environment for critical IT infrastructure. It offers a range of services including unit, rack, or private room rentals, tailored to meet diverse client needs.

The facility boasts advanced climate control systems, uninterrupted power supplies, backup generators, and comprehensive fire suppression mechanisms. These features ensure optimal operating conditions and risk mitigation for hosted equipment.

Security is paramount at Gothnet DC Backa, with round-the-clock monitoring of fire, moisture, and intrusion alarms. A technically proficient service desk is available 24/7 to address any concerns and maintain operational excellence.

Connectivity is a key advantage, with the datacenter providing reliable links to other operators and the city's fiber network. This strategic location ensures that clients' servers and communication equipment remain well-connected and accessible.",,https://www.datacentermap.com/sweden/gothenburg/gothnet-dc-backa/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1480,14,Göteborg,Västra Götalands län,320974.5,6404308.2
59,8308,Ember Lidköping (EDC1),Ember Lidköping (EDC1),Gothenburg,Gothenburg,gothenburg,Ember AB,Ember AB,Ember AB,Fabriksgatan 4,Fabriksgatan 4,53130,Lidköping,Sweden,Facility,Colocation,1,active,2,operational,58.5068,13.15862,"High security data center with carrier neutral co-location (HPC-support) located in Sweden, between Stockholm and Gothenburg. Single racks, cages from 10 racks, isolated datacenter-in-datacenter from 50 racks.

Complete redundancy, multiple carriers, 24/7 access and remote hands available.",,https://www.datacentermap.com/sweden/gothenburg/ember-ab/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1494,14,Lidköping,Västra Götalands län,392708.0,6486606.4
60,2270,TerraTel DC Lindholmen,TerraTel DC Lindholmen,Gothenburg,Gothenburg,gothenburg,TerraTel AB,TerraTel AB,TerraTel AB,Karlavagnsgatan 11,Karlavagnsgatan 11,417 56,Gothenburg,Sweden,Facility,Colocation,1,active,2,operational,57.709181,11.936502,"Managed hosting and colocations services in Gothenburg, Sweden since 1995. Our full service, self-owned, data center built 2006 has all the facilities you can expect like redundant cooling, redundant Internet connectivity, protected power and high physical security. We host customers from single servers up to full racks and/or cages on demand. Our managed services include daily maintenence, patching and updating systems, designing networks and serversystems, backups, security services (firewalls etc.)",,https://www.datacentermap.com/sweden/gothenburg/dc-lindholmen/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1480,14,Göteborg,Västra Götalands län,317490.6,6400459.3
61,4218,InfraCom Västra Frölunda,InfraCom Västra Frölunda,Gothenburg,Gothenburg,gothenburg,InfraCom Group AB,InfraCom Group AB,InfraCom Group AB,Frölunda kyrkogata 33,Frölunda kyrkogata 33,421 47 ,Västra Frölunda,Sweden,Facility,Colocation,1,active,2,operational,57.647808,11.923089,"JBT Datacenter has:

- High security, In order to access the Data Center you have to pass 3 different security cells. 
- Diesel Power
- Redundant UPS 
- Redundant Cooling
- Redundant Fiber communication into the datacenter
- Redundant Upstream providers
- Connected to PINs 10 GB Backbone witch cover most of the West Cost of Sweden.
- Redundant 10 GB Switching arcitecture
- Redundant 24/7 Support
",,https://www.datacentermap.com/sweden/gothenburg/jbtpinse/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1480,14,Göteborg,Västra Götalands län,316381.7,6393667.2
62,11994,Optinet Data Center,Optinet Data Center,Gothenburg,Gothenburg,gothenburg,Optinet Data AB,Optinet Data AB,Optinet Data AB,Mellbyvägen 19,Mellbyvägen 19,433 30,Partille,Sweden,Facility,Colocation,1,active,2,operational,57.740419,12.091228,"Optinet's datacenter, located in Göteborg, Sweden, stands out as a self-managed facility, ensuring complete control over the entire data hall operation. Since 1997, Optinet has been at the forefront of datacenter management, moving to their own property in Partille in 2010. This move underscores their long-standing experience and commitment to providing secure IT operations.

The datacenter prides itself on high security standards, meeting GDPR requirements, making it a trusted choice for municipalities and public organizations. With all data stored within Sweden, clients benefit from the protection of Swedish law, alongside compliance with stringent IT and information security standards set by financial institutions.

Emphasizing green IT, Optinet's datacenter operates with energy efficiency in mind. Servers are Energy Star certified, and all electricity is sourced from 100% renewable energy. The facility also utilizes virtualization to reduce power consumption, reflecting their dedication to environmentally conscious practices.",,https://www.datacentermap.com/sweden/gothenburg/optinet-data-center/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1402,14,Partille,Västra Götalands län,326854.3,6403528.7
63,14468,Bhanhof - Bunkerberget,Bhanhof - Bunkerberget,Gothenburg,Gothenburg,gothenburg,Bahnhof,Bahnhof,Bahnhof,Artillerigatan 40,Artillerigatan 40,415 05,Göteborg,Sweden,Facility,Colocation,1,active,1,under_construction,57.731579,12.017836,"Bahnhof is developing Bunkerberget, an underground data center in Gamlestaden, Gothenburg. The facility is housed within a World War II-era bunker, originally blasted as a shelter for Gothenburg residents. During the Cold War, it was further reinforced as an industrial bunker to ensure production for SKF (Svenska Kullagerfabriken) in case of war.

The mountain room spans 6,000 square meters with a nine-meter ceiling height, while the entire site covers 28,000 square meters. Bahnhof acquired the property from Bunkeberget AB, though financial details were not disclosed. Construction is expected to begin after the summer of 2025, transforming the site into a secure digital hub.

Bunkerberget will be Bahnhof’s seventh data center and second bunker facility, joining its Pionen data center, which is located in a nuclear-proof bunker in Stockholm. Bahnhof CEO Jon Karlung envisions Gothenburg as Europe’s digital port, combining robust communication infrastructure with a human-centered approach.",,https://www.datacentermap.com/sweden/gothenburg/bhanhof-bunkerberget/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1480,14,Göteborg,Västra Götalands län,322444.0,6402735.2
64,13362,Ember Skövde (EDC2),Ember Skövde (EDC2),Gothenburg,Gothenburg,gothenburg,Ember AB,Ember AB,Ember AB,Kaplansgatan 16D,Kaplansgatan 16D,549 34,Skövde,Sweden,Facility,Colocation,1,active,2,operational,58.39438,13.861722,"Ember's Skövde Data Center is part of Ember's network of data centers in northern Europe. It offers a range of services including Cloud compute, Bare-metal servers, Co-location, and AI GPU compute. The facility is designed with sustainability in mind, running solely on 100% renewable energy and featuring energy-efficient cooling systems. It also boasts N+1 redundancy for high reliability and protection.",,https://www.datacentermap.com/sweden/gothenburg/ember-skovde-edc2/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1496,14,Skövde,Västra Götalands län,433460.6,6473182.0
65,1710,GlobalConnect Göteborg Tagene,GlobalConnect Göteborg Tagene,Gothenburg,Gothenburg,gothenburg,GlobalConnect,GlobalConnect,GlobalConnect,Tagenevägen 34C,Tagenevägen 34C,425 37,Hisings Kärra,Sweden,Facility,Colocation,1,active,2,operational,57.776496,11.994039,Profile text unavailable for this listing.,,https://www.datacentermap.com/sweden/gothenburg/ip-only-goteborg/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1480,14,Göteborg,Västra Götalands län,321249.6,6407795.4
66,14672,Hostek Kungälv,Hostek Kungälv,Gothenburg,Gothenburg,gothenburg,Hostek.se,Hostek.se,Hostek.se,Truckgatan 13,Truckgatan 13,442 40,Kungälv,Sweden,Facility,Colocation,1,active,2,operational,57.872307,11.93127,"Hostek’s data center services prioritize security, sustainability, and global reach. Designed for enterprise-grade performance, their facilities are powered entirely by 100% renewable energy, with backup systems running on eco-friendly fuels. Energy efficiency is embedded in the architecture, with redundant N+1 systems across power, cooling, and connectivity ensuring uninterrupted operations.

The company maintains a global infrastructure, enabling geographically distributed redundancy and hybrid integrations with clients’ existing systems—whether on-premises or in third-party environments. Security measures include Class 3 perimeter protection, surveillance with logging, and automated fire suppression systems compliant with EI120 standards.

These data centers don’t just meet compliance—they invite trust, offering guided tours and transparent engagement to reinforce confidence. For businesses seeking resilient and environmentally conscious infrastructure, Hostek blends technical rigor with a personal touch.",,https://www.datacentermap.com/sweden/gothenburg/hostek-kungalv/,https://www.datacentermap.com/sweden/gothenburg/,11,True,1482,14,Kungälv,Västra Götalands län,318002.3,6418622.9
67,10141,Microsoft Staffanstorp,Microsoft Staffanstorp,Malmö,Malmö,malmo,Microsoft,Microsoft,Microsoft,Västanvägen 86,Västanvägen 86,245 42,Staffanstorp,Sweden,Facility,Hyperscaler,1,active,2,operational,55.63883,13.181217,"This Microsoft data center is part of an Azure availability zone in the Sweden Central Azure region (Europe).

Please visit the website of Microsoft for further details about Microsoft Azure Sweden Staffanstorp.",,https://www.datacentermap.com/sweden/malmo/microsoft-staffanstorp/,https://www.datacentermap.com/sweden/malmo/,5,True,1230,12,Staffanstorp,Skåne län,385517.9,6167383.7
68,12002,31173 Services DC Malmö Scheelegatan,31173 Services DC Malmö Scheelegatan,Malmö,Malmö,malmo,31173 Services AB,31173 Services AB,31173 Services AB,Scheelegatan 9,Scheelegatan 9,212 28,Malmö,Sweden,Facility,Colocation,1,active,2,operational,55.598396,13.037527,"Located in the vibrant city of Malmö, the DC Malmö Scheelegatan datacenter, operated by 31173 Services AB, stands as a testament to modern technology and efficiency. Offering a suite of services including colocation, dark fiber, and customized solutions, this facility is designed to meet the high demands for security, availability, and capacity. With its strategic position in southern Sweden, it serves as a crucial hub for data and connectivity solutions.",,https://www.datacentermap.com/sweden/malmo/31173-services-dc-malmo-scheelegatan/,https://www.datacentermap.com/sweden/malmo/,5,True,1280,12,Malmö,Skåne län,376347.4,6163131.2
69,5343,Bahnof - Sparven,Bahnof - Sparven,Malmö,Malmö,malmo,Bahnhof,Bahnhof,Bahnhof,Storgatan 15B,Storgatan 15B,211 42,Malmö,Sweden,Facility,Colocation,1,active,2,operational,55.600102,13.003011,"Ideal Co-Location in Northern Europe. Located in an old telecommunications central in Malmö, our newest data center boasts an ideal co-location infrastructure; this is where Europe's and Scandinavia's fibres meet. That&#39;s why it&#39;s called ideal Co-Location in Northern Europe.",,https://www.datacentermap.com/sweden/malmo/bahnhof-sparven/,https://www.datacentermap.com/sweden/malmo/,5,True,1280,12,Malmö,Skåne län,374178.4,6163383.0
70,4877,Marinen Datacenter,Marinen Datacenter,Malmö,Malmö,malmo,Bredband2,Bredband2,Bredband2,Terminalgatan 18,Terminalgatan 18,21124,Malmo,Sweden,Facility,Colocation,1,active,2,operational,55.620741,13.003347,"Colocation at Bredband2 involves intrusion, fire protection, emergency power, proximity and minimal environmental impact. Unlike many other players in the market, we run everything from our own Data Centers, instead of hiring us in others. 

Via our Datacenter in Stockholm, Malm´ and Ume´ we take care of the environment around your server by delivering maximum uptime with redundant power and cooling, and full perimeter security. We can supply Colocation space for everything from a server to a completely private room that is exactly tailored to your needs. You are responsible for building up your environment, as you may desire, while we take care of all other operational works flawlessly. The environment is connected to the Internet via Bredband2's core network and / or directly to your business. You can access your equipment around the clock, every day.",,https://www.datacentermap.com/sweden/malmo/marinen/,https://www.datacentermap.com/sweden/malmo/,5,True,1280,12,Malmö,Skåne län,374265.6,6165678.8
71,1712,GlobalConnect Malmö,GlobalConnect Malmö,Malmö,Malmö,malmo,GlobalConnect,GlobalConnect,GlobalConnect,Krossverksgatan 15,Krossverksgatan 15,216 16,Limhamn,Sweden,Facility,Colocation,1,active,2,operational,55.574561,12.92891,Profile text unavailable for this listing.,,https://www.datacentermap.com/sweden/malmo/ip-only-malmo/,https://www.datacentermap.com/sweden/malmo/,5,True,1280,12,Malmö,Skåne län,369425.5,6160678.0
72,8488,EcoDataCenter Piteå,EcoDataCenter Piteå,Pitea,Pitea,pitea,EcoDataCenter,EcoDataCenter,EcoDataCenter,Träskåsvägen 229,Träskåsvägen 229,943 36,Piteå,Sweden,Facility,Colocation,1,active,2,operational,65.265857,21.384042,"The sites' flexible design can be easily adapted for low- and high-density alternatives on a small or large scale. Our offerings include custom solutions for larger customers in private rooms (Customized Private Rooms), private suites in shared rooms (Customized Private Suites), and Customized Cages.

In addition to its physical location, which creates an optimal climate for data center operations, the site offers other advantages, such as the area's excellent access to renewable electricity. The large supply enables the area to offer electricity from 100% hydropower at prices that are among the lowest in the world.

Our Arctic Site 1 consists of two data centers, both built in the same area and equipped with the same advanced shell protection. The location is a low-risk area, carefully chosen for its accessibility, excellent power supply, and secure communication. The northern location contributes to efficient cooling and access to 100% renewable electricity.
The design is optimized for traditional colocation, HPC, and storage. The design is focused on high availability in a safe and efficient environment.

Built for traditional colocation, HPC, and storage.

Arctic site 2 is an EMP-protected facility located in a safe place with a perfect distance to Arctic site 1, for the sites to constitute a twin site solution. Arctic site 2 is built as a secret military facility on a location that is particularly selected to provide maximum security. The site is ideal for colocation and wholesale services. In addition, the site also offers workplaces that can be used in the event of serious incidents. The northern climate in combination with the free cooling and the easy access to 100% renewable electricity makes the site a perfect choice for efficient data operations.

Designed for traditional Colocation and storage.",,https://www.datacentermap.com/sweden/pitea/ecodatacenter-arctic/,https://www.datacentermap.com/sweden/pitea/,2,True,2581,25,Piteå,Norrbottens län,797653.4,7253166.8
73,2276,Kolo SE3 Piteå,Kolo SE3 Piteå,Pitea,Pitea,pitea,Kolo,Kolo,Kolo,Mejselvägen 15,Mejselvägen 15,941 22,Piteå,Sweden,Facility,Colocation,1,active,2,operational,65.335917,21.423246,"Fortlax hosts its services in one of the most secure and sophisticated data centers in Scandinavia. The facility is fully redundant in terms of power, cooling and internet access and a location close to the polar circle reduces the energy required for cooling. In addition to meeting the highest standards in physical and perimeter protection it is also shielded against Compromising Emanations (CE, Swedish: RöS) as well as Electro Magnetic Pulse (EMP). The facility is designed to withstand physical attacks (gas, firing etc) as well as enduring total isolation from the outside world for an extended period of time.",,https://www.datacentermap.com/sweden/pitea/fortlax/,https://www.datacentermap.com/sweden/pitea/,2,True,2581,25,Piteå,Norrbottens län,798681.0,7261128.9
74,3465,Swoscom Data Center,Swoscom Data Center,Lund,Lund,lund,Swoscom AB,Swoscom AB,Swoscom AB,"Ideon Science Park, Scheelevägen 27","Ideon Science Park, Scheelevägen 27",223 70,Lund,Sweden,Facility,Colocation,1,active,2,operational,55.717772,13.21376,"We provide hosting capabilities for SMBs and resellers. We are a professional datacenter with raised floor, rittal racks and APC power and network distribution system. Dual path network, three way power to each rack, central UPS and backup generator to secure power. Dual cooling, early fire detection system, constantly monitored climate. Video surveillance of facility, both inside and outside. Patroling guard outside business hours, on site staff during business hours.",,https://www.datacentermap.com/sweden/lund/swoscom/,https://www.datacentermap.com/sweden/lund/,2,True,1281,12,Lund,Skåne län,387792.3,6176114.5
75,12001,31173 Services DC Lund Mobilvägen,31173 Services DC Lund Mobilvägen,Lund,Lund,lund,31173 Services AB,31173 Services AB,31173 Services AB,Mobilvägen 10,Mobilvägen 10,223 62,Lund,Sweden,Facility,Colocation,1,active,2,operational,55.716839,13.2251,"DC Lund Mobilvägen is the latest addition to 31173 Services' datacenter portfolio. Located in the vibrant city of Lund, this facility boasts a capacity of over 100 racks and a power load exceeding 500 kW. The datacenter is designed with extreme security measures and full redundancy on all critical components, ensuring uninterrupted service.

The UPS systems are configured in an N+1 setup with A+B power feeds to each rack. The incoming high voltage is supplied from two separate sources to a dedicated substation and transformer station. Additionally, a 1.1 MW diesel generator guarantees a reliable power supply for over a week in case of outages.",,https://www.datacentermap.com/sweden/lund/31173-services-dc-lund-mobilvagen/,https://www.datacentermap.com/sweden/lund/,2,True,1281,12,Lund,Skåne län,388501.9,6175992.4
76,11971,QuickNet Broadband Data Center,QuickNet Broadband Data Center,Västerås,Västerås,vasteras,QuickNet AB,QuickNet AB,QuickNet AB,Munkgatan 7,Munkgatan 7,722 12,Västerås,Sweden,Facility,Colocation,1,active,2,operational,59.609541,16.549362,"QuickNet's datacenter, located in the heart of Västerås, offers a state-of-the-art facility adhering to the highest Tier-3 standards. The datacenter boasts a combination of UPS systems with extended battery life and a modern backup power generator, ensuring uninterrupted service.

The experienced staff at QuickNet is considered the cornerstone of the datacenter's operational reliability. Their expertise is a critical factor in managing the sophisticated technical equipment effectively.

With a focus on cost-efficiency and smart design, QuickNet provides space in their datacenter at very reasonable prices. Whether hosting a single server or hundreds, each client benefits from the same high level of reliability and security in this top-modern environment.",,https://www.datacentermap.com/sweden/vasteras/quicknet-broadband-data-center/,https://www.datacentermap.com/sweden/vasteras/,2,True,1980,19,Västerås,Västmanlands län,587430.9,6608947.8
77,10525,Amazon AWS ARN - Västerås,Amazon AWS ARN - Västerås,Västerås,Västerås,vasteras,Amazon AWS,Amazon AWS,Amazon AWS,Kvastbruksgatan 8,Kvastbruksgatan 8,722 31,Västerås,Sweden,Facility,Hyperscaler,1,active,2,operational,59.64951,16.580798,"ARN data centers are part of the eu-north-1 AWS region: Europe (Stockholm).

Construction of this Swedish AWS data center started in 2017. It is located in Kvastbruket, an industrial area of Västerås. The plot is 30 hectars and the plan is to construct 4 data halls of 200 x 60 meters, with a total of 72 diesel generators.

Disclaimer: Please be aware that Amazon Web Services does not list its data center locations publicly. Hence all AWS listings in our database are based on publicly available information from third parties, open databases, property registries, construction applications, permits, tenders, news coverage and our custom research. There may be incorrect or outdated locations, as well as locations missing.",,https://www.datacentermap.com/sweden/vasteras/amazon-aws-arn-vasteras/,https://www.datacentermap.com/sweden/vasteras/,2,True,1980,19,Västerås,Västmanlands län,589098.7,6613439.7
78,12438,Ansluten Karlshamn,Ansluten Karlshamn,Karlshamn,Karlshamn,karlshamn,Ansluten Hosting i Sverige AB,Ansluten Hosting i Sverige AB,Ansluten Hosting i Sverige AB,Strömmavägen 28,Strömmavägen 28,374 32,Karlshamn,Sweden,Facility,Colocation,1,active,2,operational,56.194138,14.851435,"The Ansluten datacenter in Karlshamn represents a pinnacle of modern technology and security. Established in 2014, this facility spans a total area of 100 square meters, with 50 square meters dedicated to the data hall. It is equipped with a Pyramid DSP 30K UPS system and traditional cooling methods to ensure optimal performance of the servers.

Security is paramount at the Karlshamn datacenter. Access is controlled by a centralized pass system, with all entries and exits logged. Surveillance cameras monitor every space, providing an additional layer of security. The premises are also protected by alarm systems and round-the-clock guard patrols, ensuring the safety of the data stored within.

Technical innovation and robust security measures make the Ansluten datacenter in Karlshamn a reliable choice for hosting services. With its state-of-the-art facilities, it stands as a testament to Ansluten Hosting's commitment to excellence in data management and protection.",,https://www.datacentermap.com/sweden/karlshamn/ansluten-karlshamn/,https://www.datacentermap.com/sweden/karlshamn/,2,True,1082,10,Karlshamn,Blekinge län,490780.8,6227696.9
79,14673,Hostek Karlskrona,Hostek Karlskrona,Karlshamn,Karlshamn,karlshamn,Hostek.se,Hostek.se,Hostek.se,Ronnebygatan 36,Ronnebygatan 36,371 33,Karlskrona,Sweden,Facility,Colocation,1,active,2,operational,56.16251,15.588618,"Hostek’s data center services prioritize security, sustainability, and global reach. Designed for enterprise-grade performance, their facilities are powered entirely by 100% renewable energy, with backup systems running on eco-friendly fuels. Energy efficiency is embedded in the architecture, with redundant N+1 systems across power, cooling, and connectivity ensuring uninterrupted operations.

The company maintains a global infrastructure, enabling geographically distributed redundancy and hybrid integrations with clients’ existing systems—whether on-premises or in third-party environments. Security measures include Class 3 perimeter protection, surveillance with logging, and automated fire suppression systems compliant with EI120 standards.

These data centers don’t just meet compliance—they invite trust, offering guided tours and transparent engagement to reinforce confidence. For businesses seeking resilient and environmentally conscious infrastructure, Hostek blends technical rigor with a personal touch.",,https://www.datacentermap.com/sweden/karlshamn/hostek-karlskrona/,https://www.datacentermap.com/sweden/karlshamn/,2,True,1080,10,Karlskrona,Blekinge län,536556.4,6224322.7
80,10527,Amazon AWS ARN - Eskilstuna,Amazon AWS ARN - Eskilstuna,Eskilstuna,Eskilstuna,eskilstuna,Amazon AWS,Amazon AWS,Amazon AWS,Propellervägen 19,Propellervägen 19,635 06,Eskilstuna,Sweden,Facility,Hyperscaler,1,active,2,operational,59.358401,16.691805,"ARN data centers are part of the eu-north-1 AWS region: Europe (Stockholm).

Disclaimer: Please be aware that Amazon Web Services does not list its data center locations publicly. Hence all AWS listings in our database are based on publicly available information from third parties, open databases, property registries, construction applications, permits, tenders, news coverage and our custom research. There may be incorrect or outdated locations, as well as locations missing.",,https://www.datacentermap.com/sweden/eskilstuna/amazon-aws-arn-eskilstuna/,https://www.datacentermap.com/sweden/eskilstuna/,2,True,484,04,Eskilstuna,Södermanlands län,596179.4,6581183.1
81,13740,ScandiDC I,ScandiDC I,Eskilstuna,Eskilstuna,eskilstuna,Scandinavian Data Centers AB (SDC),Scandinavian Data Centers AB (SDC),Scandinavian Data Centers AB (SDC),Ärnaberget,Ärnaberget,633 47,Eskilstuna,Sweden,Facility,Colocation,1,active,2,operational,59.398328,16.488225,"ScandiDC I, the flagship data center of Scandinavian Data Centers (SDC), is located in Eskilstuna, Sweden, approximately 100 kilometers from Stockholm. This facility is housed in a former military aircraft engine bunker, originally built during World War II, offering unparalleled physical security. Designed to support high-density workloads, ScandiDC I is equipped with advanced infrastructure tailored for AI and HPC (High-Performance Computing) applications, including customized power delivery, cooling systems, and fiber networks.

The data center is a model of sustainability, integrating circular practices by reusing waste heat in district heating networks and other applications, benefiting local communities. With a strong focus on compliance, ScandiDC I meets rigorous international standards such as ISO 9001, ISO 14001, ISO 27001, and PCI-DSS. Its strategic location provides excellent connectivity to global fiber networks and proximity to hyperscalers, making it an ideal hub for secure, efficient, and environmentally responsible data operations.",,https://www.datacentermap.com/sweden/eskilstuna/scandidc-i/,https://www.datacentermap.com/sweden/eskilstuna/,2,True,484,04,Eskilstuna,Södermanlands län,584507.8,6585352.2
82,14697,EdgeMode Marviken,EdgeMode Marviken,Norrköping,Norrköping,norrkoping,EdgeMode,EdgeMode,EdgeMode,Marvikens Kraftverk,Marvikens Kraftverk,610 27,Vikbolandet,Sweden,Facility,Colocation,1,active,0,planned,58.553093,16.832093,"The Marviken Data Center by EdgeMode is a high-density AI and HPC facility located in Sweden, designed for ultra-efficient scalability. The site provides 95MW of renewable energy, with future expansion beyond 500MW, ensuring sustainable power for AI-driven workloads.

Marviken features next-generation immersion cooling, eliminating traditional air-based cooling systems and reducing operational costs. It also integrates seawater cooling infrastructure, lowering capital expenditure while optimizing heat dissipation. Excess heat is repurposed through district heating, supporting local community sustainability efforts.

The facility is strategically built for low-latency AI processing, featuring direct fiber connectivity for seamless AI inference and machine learning workflows. A fully executed Power Purchase Agreement (PPA) secures long-term energy availability, making Marviken an ideal hub for enterprises requiring sovereign AI hosting and high-performance computing.",AI-Ready,https://www.datacentermap.com/sweden/norrkoping/edgemode-marviken/,https://www.datacentermap.com/sweden/norrkoping/,1,True,581,05,Norrköping,Östergötlands län,606610.4,6491744.7
83,16906,EdgeConneX Skellefteå,EdgeConneX Skellefteå,Skellefteå,Skellefteå,skelleftea,EdgeConneX,EdgeConneX,EdgeConneX,within,Torsgatan 122,931 36,Bergsbyn,Sweden,Facility,Colocation,1,active,0,planned,64.734071,21.087841,"EdgeConneX is developing a significant data center campus in Skellefteå, Sweden, with plans for up to 1GW of capacity. This marks EdgeConneX's first development in Sweden, strategically located in a region known for its access to renewable energy, a stable power grid, and a skilled technical workforce. The site, acquired from Lyten, is part of a larger industrial hub that will co-locate battery manufacturing with AI data centers and other industrial operations. EdgeConneX emphasizes sustainability in its planning and development, aligning with the evolving needs of AI and cloud customers. This expansion into Sweden underscores the country's attractiveness for digital infrastructure investment and its potential to advance Sweden's digital competitiveness and AI development in Europe.",,https://www.datacentermap.com/sweden/skelleftea/edgeconnex-skelleftea/,https://www.datacentermap.com/sweden/skelleftea/,1,True,2482,24,Skellefteå,Västerbottens län,789585.9,7192748.7
84,8264,Glesys Falkenberg,Glesys Falkenberg,Falkenberg,Falkenberg,falkenberg,Glesys,Glesys,Glesys,Kanslistvägen 12,Kanslistvägen 12,31139,Falkenberg,Sweden,Facility,Colocation,1,active,2,operational,56.914905,12.49396,"At GleSYS, we're committed to making our business as sustainable as possible. We've introduced a range of initiatives to minimize the long-term environmental impact. The power in our highly connected carrier neutral facility comes from 100% from renewable sources. It is eco-labeled ""Good Environmental Choice"" by the Swedish Society for Nature Conservation. Furthermore, our data center&#39;s excess heat is being part of keeping its citizens warm year-round through district heating.

Services include but are not limited to Colocation Cages Suites 1/3-Rack Shared Colo-rack 24/7 onsite support 24/7 accessibility Cloud Dedicated Servers VPS Managed Hosting Storage Backup Network Services.
",,https://www.datacentermap.com/sweden/falkenberg/glesys-fbgdc/,https://www.datacentermap.com/sweden/falkenberg/,1,True,1382,13,Falkenberg,Hallands län,347435.7,6310709.8
